	-2.23126e-08	3.53319e-07	3.75947e-06	4.28006e-06	4.29931e-06
	-0.00573238	-0.00582629	-0.00582251	-0.00582239	-0.00582257
	-0.0127361	-0.0129605	-0.0129591	-0.0129598	-0.0129603
	-0.018058	-0.018409	-0.0184103	-0.0184118	-0.0184126
	-0.0199809	-0.0204238	-0.0204271	-0.0204292	-0.0204301
	-0.0177441	-0.0182289	-0.0182331	-0.0182355	-0.0182365
	-0.0112917	-0.0117645	-0.0117689	-0.0117711	-0.011772
	-0.00106449	-0.00147585	-0.00147943	-0.00148116	-0.00148187
	0.0121526	0.0118424	0.0118405	0.0118396	0.0118391
	0.027333	0.0271509	0.0271509	0.027151	0.0271508
	0.0432861	0.0432426	0.0432448	0.0432459	0.043246
	0.05873	0.0588177	0.0588221	0.0588242	0.0588246
	0.0723767	0.0725705	0.0725767	0.0725795	0.0725802
	0.0830396	0.0832986	0.0833058	0.0833091	0.0833101
	0.0897709	0.0900427	0.09005	0.0900534	0.0900544
	0.0920299	0.0922583	0.0922645	0.0922677	0.0922686
	0.0898852	0.0900199	0.0900243	0.0900269	0.0900275
	0.0842321	0.0842417	0.0842436	0.0842453	0.0842456
	0.0769972	0.0768824	0.0768817	0.0768824	0.0768825
	0.0712702	0.0710714	0.071069	0.0710691	0.071069
	0.00568223	0.0057739	0.00578141	0.00578304	0.00578327
	-0.000213774	-0.000222434	-0.000216709	-0.000215827	-0.000215787
	-0.0056907	-0.00580499	-0.00580162	-0.00580147	-0.00580166
	-0.00933139	-0.00954072	-0.00953954	-0.00953997	-0.00954039
	-0.0103141	-0.010595	-0.0105955	-0.0105963	-0.0105969
	-0.00810803	-0.00842758	-0.00842902	-0.00843012	-0.00843077
	-0.00264177	-0.00296461	-0.00296636	-0.00296748	-0.00296807
	0.00577195	0.0054788	0.00547727	0.00547638	0.00547592
	0.0165426	0.016306	0.0163053	0.0163049	0.0163046
	0.0288738	0.0287129	0.0287133	0.0287134	0.0287134
	0.0418257	0.0417488	0.0417505	0.0417513	0.0417514
	0.0543798	0.0543829	0.0543859	0.0543873	0.0543876
	0.065515	0.0655818	0.0655858	0.0655877	0.0655881
	0.0743014	0.0744045	0.0744089	0.0744111	0.0744116
	0.0800115	0.080115	0.0801192	0.0801214	0.080122
	0.0822466	0.0823117	0.0823151	0.082317	0.0823176
	0.0810827	0.0810754	0.0810772	0.0810787	0.0810791
	0.0771565	0.0770559	0.0770557	0.0770565	0.0770567
	0.0714765	0.0712783	0.071276	0.0712761	0.071276
	0.0656069	0.0653249	0.0653205	0.0653201	0.0653198
	0.013109	0.0133235	0.0133343	0.0133369	0.0133375
	0.00494461	0.00502628	0.00503406	0.00503568	0.00503595
	-0.000973678	-0.000999198	-0.00099401	-0.000993169	-0.000993126
	-0.00431416	-0.00442437	-0.00442119	-0.00442089	-0.00442103
	-0.00509706	-0.00527214	-0.00527058	-0.00527066	-0.00527097
	-0.0030463	-0.00326178	-0.00326136	-0.00326167	-0.00326208
	0.00183595	0.00160511	0.00160494	0.00160453	0.0016041
	0.00925347	0.00903034	0.00902998	0.00902962	0.00902928
	0.0187002	0.0185041	0.0185041	0.0185039	0.0185037
	0.0295046	0.0293504	0.0293508	0.029351	0.0293509
	0.04087	0.0407653	0.0407664	0.040767	0.0407671
	0.0519247	0.0518684	0.0518701	0.0518711	0.0518713
	0.061785	0.0617664	0.0617687	0.06177	0.0617702
	0.0696343	0.0696339	0.0696364	0.0696378	0.0696381
	0.074814	0.074805	0.0748071	0.0748085	0.0748088
	0.076925	0.0768773	0.0768785	0.0768796	0.0768799
	0.0759562	0.0758429	0.0758426	0.0758433	0.0758435
	0.0722869	0.0720899	0.0720877	0.0720878	0.0720878
	0.066108	0.0658129	0.0658083	0.0658077	0.0658074
	0.0579521	0.0575469	0.0575394	0.057538	0.0575374
	0.0198008	0.0201237	0.0201373	0.0201408	0.0201416
	0.00853016	0.00868597	0.00869543	0.00869766	0.00869811
	0.00118192	0.00121993	0.00122642	0.00122777	0.00122797
	-0.00262555	-0.00267167	-0.0026673	-0.00266653	-0.00266649
	-0.00361199	-0.00372308	-0.00372044	-0.00372007	-0.00372019
	-0.00172834	-0.00188475	-0.00188337	-0.00188326	-0.0018835
	0.00291523	0.00273278	0.00273334	0.0027333	0.00273298
	0.00997741	0.00978652	0.00978661	0.00978652	0.00978621
	0.018966	0.0187823	0.0187822	0.0187822	0.018782
	0.0292603	0.0290965	0.0290966	0.0290967	0.0290967
	0.0401285	0.0399928	0.0399932	0.0399936	0.0399936
	0.0507605	0.0506542	0.0506549	0.0506556	0.0506557
	0.0603163	0.0602327	0.0602337	0.0602345	0.0602346
	0.0679913	0.0679157	0.0679167	0.0679176	0.0679177
	0.0730933	0.0730035	0.0730041	0.0730049	0.073005
	0.0751335	0.0750031	0.0750027	0.0750033	0.0750033
	0.0739652	0.0737695	0.0737676	0.0737677	0.0737677
	0.069743	0.0694626	0.0694586	0.0694582	0.069458
	0.0620036	0.0616134	0.0616066	0.0616054	0.0616049
	0.0506507	0.0501183	0.0501076	0.0501053	0.0501045
	0.0240955	0.0244839	0.0244991	0.0245031	0.0245041
	0.0095622	0.00976188	0.00977206	0.00977466	0.0097752
	0.000507908	0.000582829	0.000589898	0.000591567	0.000591855
	-0.00398145	-0.00399091	-0.00398607	-0.00398501	-0.00398487
	-0.0052278	-0.00530389	-0.00530089	-0.00530028	-0.00530027
	-0.00338	-0.00350729	-0.00350567	-0.00350536	-0.00350548
	0.00133949	0.00117601	0.00117659	0.00117671	0.00117647
	0.00852236	0.00833662	0.00833651	0.0083365	0.0083362
	0.0176591	0.0174644	0.0174639	0.0174639	0.0174636
	0.0281429	0.0279516	0.0279509	0.0279509	0.0279507
	0.039266	0.0390872	0.0390866	0.0390867	0.0390866
	0.0502341	0.0500718	0.0500714	0.0500716	0.0500716
	0.0601996	0.0600505	0.0600502	0.0600506	0.0600506
	0.0683135	0.0681668	0.0681664	0.0681668	0.0681668
	0.0737917	0.0736286	0.0736279	0.0736282	0.0736281
	0.0760042	0.0758013	0.0757996	0.0757997	0.0757995
	0.0746414	0.0743746	0.0743714	0.074371	0.0743708
	0.0696505	0.0692983	0.0692929	0.069292	0.0692917
	0.0600098	0.0595383	0.0595299	0.0595281	0.0595275
	0.0451934	0.0445562	0.0445431	0.0445401	0.0445392
	0.0247653	0.0251598	0.0251749	0.0251789	0.0251799
	0.00693754	0.00713917	0.00714893	0.00715155	0.0071521
	-0.00388611	-0.00380851	-0.00380195	-0.00380023	-0.00379995
	-0.00905566	-0.00906077	-0.00905639	-0.00905527	-0.00905514
	-0.0104402	-0.0105133	-0.0105108	-0.0105101	-0.0105101
	-0.00836961	-0.0084993	-0.00849824	-0.00849795	-0.00849802
	-0.00317984	-0.00335466	-0.00335481	-0.00335477	-0.00335496
	0.00464131	0.00443263	0.00443159	0.00443148	0.00443116
	0.0145477	0.0143172	0.0143156	0.0143154	0.014315
	0.0259228	0.0256832	0.0256813	0.025681	0.0256807
	0.0380558	0.037818	0.037816	0.0378157	0.0378155
	0.0501366	0.0499072	0.0499054	0.0499052	0.049905
	0.0612723	0.0610518	0.06105	0.0610499	0.0610498
	0.0705258	0.0703068	0.070305	0.070305	0.0703049
	0.0769715	0.0767387	0.0767367	0.0767366	0.0767364
	0.0797899	0.0795221	0.0795193	0.079519	0.0795186
	0.0784724	0.078146	0.0781419	0.0781411	0.0781407
	0.0727519	0.0723434	0.0723372	0.0723359	0.0723354
	0.0610833	0.0605534	0.0605441	0.060542	0.0605412
	0.0426162	0.0419108	0.0418965	0.0418932	0.0418921
	0.0207448	0.0210783	0.0210911	0.0210946	0.0210955
	-0.000426814	-0.000270874	-0.000263033	-0.000260753	-0.000260298
	-0.0129809	-0.0129389	-0.0129341	-0.0129326	-0.0129324
	-0.0186752	-0.0187111	-0.0187082	-0.0187073	-0.0187072
	-0.0199258	-0.0200293	-0.0200281	-0.0200277	-0.0200277
	-0.0172479	-0.0174115	-0.0174118	-0.0174117	-0.0174118
	-0.0110985	-0.0113143	-0.0113159	-0.0113161	-0.0113164
